campaign_id,campaign_name,channel,date,month,quarter,customer_segment,device_type,region,gender,impressions,clicks,conversions,spend,revenue,ctr,cvr,roi,cpa,roas,bounce_rate,avg_time_on_site_s,avg_pages_per_visit,budget_allocated
C2203,Instagram_Stories,Social,2024-07-18,July,Q3,Young Adults (18-24),Desktop,North,Female,3891,1094,95,1221.62,23277.1,28.13,8.75,1805.43,12.86,19.05,61.0,517.3,3.2,1560.95
C1943,LinkedIn_B2B,Social,2024-07-18,July,Q3,Gen X (35-44),Tablet,East,Male,6372,744,88,2238.99,14077.49,11.68,11.87,528.74,25.44,6.29,60.0,156.2,2.8,3203.78
C6786,Retargeting_Display,Display,2024-07-18,July,Q3,Millennials (25-34),Tablet,South,Male,1608,555,82,339.98,18224.25,34.56,14.95,5260.39,4.15,53.6,48.0,531.0,9.1,417.08
C7607,Email_Newsletter,Email,2024-07-18,July,Q3,Millennials (25-34),Mobile,East,Non-binary,11851,3080,243,277.63,84331.83,26.0,7.91,30275.62,1.14,303.76,43.0,108.0,8.6,412.23
C5777,YouTube_Video_Ads,Video,2024-07-18,July,Q3,Gen X (35-44),Mobile,West,Male,6948,1018,5,432.42,308.05,14.65,0.5,-28.76,86.48,0.71,51.0,127.2,2.3,567.14
C6113,Retargeting_Display,Display,2024-07-18,July,Q3,Young Adults (18-24),Tablet,South,Female,504,168,29,88.24,2660.61,33.4,17.31,2915.2,3.04,30.15,32.0,315.1,8.6,119.18
C2733,Instagram_Stories,Social,2024-07-18,July,Q3,Young Adults (18-24),Tablet,West,Female,26216,6074,587,6277.06,157409.77,23.17,9.67,2407.7,10.69,25.08,51.0,336.8,3.3,9289.34
C6067,LinkedIn_B2B,Social,2024-07-18,July,Q3,Gen X (35-44),Tablet,Central,Male,14524,1302,85,4026.17,8789.17,8.97,6.54,118.3,47.37,2.18,34.0,125.9,7.1,4873.34
C2631,LinkedIn_B2B,Social,2024-07-18,July,Q3,Gen X (35-44),Desktop,North,Male,2894,245,24,769.67,4027.24,8.49,9.87,423.24,32.07,5.23,72.0,578.6,8.6,1037.4
C8986,Retargeting_Display,Display,2024-07-18,July,Q3,Seniors (45+),Mobile,East,Non-binary,6495,2531,276,1570.89,101008.17,38.97,10.91,6330.0,5.69,64.3,73.0,402.6,8.5,1983.41
C3572,LinkedIn_B2B,Social,2024-07-19,July,Q3,Young Adults (18-24),Mobile,East,Female,10791,823,74,3250.04,14249.97,7.63,9.04,338.46,43.92,4.38,75.0,360.2,1.4,4203.53
C4515,Retargeting_Display,Display,2024-07-19,July,Q3,Millennials (25-34),Desktop,West,Male,1630,671,121,462.47,10501.99,41.19,18.1,2170.85,3.82,22.71,46.0,471.8,2.3,687.4
C3932,Google_Search_Ads,Search,2024-07-19,July,Q3,Seniors (45+),Mobile,North,Female,1820,677,66,1385.98,23041.66,37.25,9.88,1562.48,21.0,16.62,33.0,216.7,2.9,1726.85
C8611,Instagram_Stories,Social,2024-07-19,July,Q3,Seniors (45+),Tablet,South,Non-binary,5864,908,22,1123.54,3716.09,15.5,2.52,230.75,51.07,3.31,22.0,131.7,7.5,1455.47
C5151,YouTube_Video_Ads,Video,2024-07-19,July,Q3,Seniors (45+),Mobile,East,Male,31143,867,35,357.29,6996.76,2.78,4.14,1858.29,10.21,19.58,37.0,172.5,2.6,497.15
C3169,Influencer_Marketing,Influencer,2024-07-19,July,Q3,Young Adults (18-24),Mobile,West,Female,1047,231,11,521.27,1701.39,22.09,4.83,226.39,47.39,3.26,42.0,255.9,5.9,673.55
C7174,Facebook_Social,Social,2024-07-19,July,Q3,Young Adults (18-24),Tablet,South,Non-binary,44351,8655,559,7569.82,66404.28,19.52,6.46,777.22,13.54,8.77,54.0,596.4,4.3,9660.52
C2169,LinkedIn_B2B,Social,2024-07-19,July,Q3,Young Adults (18-24),Mobile,North,Female,17589,1495,190,4643.98,18130.57,8.5,12.76,290.41,24.44,3.9,51.0,569.4,4.7,5403.14
C3791,Influencer_Marketing,Influencer,2024-07-20,July,Q3,Seniors (45+),Mobile,South,Female,2940,998,63,1726.21,7586.71,33.95,6.4,339.5,27.4,4.4,36.0,368.9,8.3,1778.28
C5186,Google_Search_Ads,Search,2024-07-20,July,Q3,Millennials (25-34),Desktop,West,Male,5286,2285,278,4061.08,69296.32,43.24,12.2,1606.35,14.61,17.06,58.0,367.5,8.9,4785.76
C1796,Facebook_Social,Social,2024-07-20,July,Q3,Seniors (45+),Mobile,East,Non-binary,8779,1416,68,1087.21,17997.21,16.13,4.85,1555.36,15.99,16.55,75.0,536.9,7.4,1514.23
C9826,LinkedIn_B2B,Social,2024-07-20,July,Q3,Millennials (25-34),Tablet,South,Female,70601,3623,406,14158.69,152590.76,5.13,11.23,977.72,34.87,10.78,65.0,113.7,7.7,19925.47
C4079,Google_Search_Ads,Search,2024-07-20,July,Q3,Seniors (45+),Mobile,East,Male,12706,4699,629,8780.4,92254.17,36.99,13.4,950.68,13.96,10.51,33.0,172.8,7.6,10182.27
C5658,Instagram_Stories,Social,2024-07-20,July,Q3,Millennials (25-34),Mobile,North,Male,723,137,8,168.63,589.96,18.98,6.3,249.85,21.08,3.5,25.0,169.7,9.6,175.83
C9664,Facebook_Social,Social,2024-07-20,July,Q3,Gen X (35-44),Mobile,South,Non-binary,10185,2312,67,2064.52,20149.51,22.71,2.9,875.99,30.81,9.76,35.0,145.3,3.8,2313.81
C4940,Google_Search_Ads,Search,2024-07-20,July,Q3,Young Adults (18-24),Mobile,East,Non-binary,7389,2834,284,4695.07,25206.51,38.36,10.04,436.87,16.53,5.37,72.0,384.8,1.5,4841.19
C3506,Retargeting_Display,Display,2024-07-20,July,Q3,Young Adults (18-24),Desktop,South,Non-binary,1565,788,109,537.57,27908.83,50.37,13.89,5091.66,4.93,51.92,24.0,310.9,9.9,641.7
C3425,Retargeting_Display,Display,2024-07-20,July,Q3,Young Adults (18-24),Mobile,West,Female,6497,1790,256,1086.08,17217.25,27.56,14.33,1485.27,4.24,15.85,20.0,169.5,7.1,1151.93
C7642,Google_Search_Ads,Search,2024-07-21,July,Q3,Gen X (35-44),Desktop,East,Non-binary,9411,3213,543,5691.05,28498.7,34.15,16.91,400.76,10.48,5.01,65.0,235.1,5.9,7618.33
C4212,Facebook_Social,Social,2024-07-21,July,Q3,Seniors (45+),Tablet,South,Female,17514,2814,14,2428.9,3840.93,16.07,0.5,58.13,173.49,1.58,70.0,123.4,4.4,2599.98
C5007,YouTube_Video_Ads,Video,2024-07-21,July,Q3,Young Adults (18-24),Desktop,Central,Male,4498,54,2,21.88,762.56,1.21,4.72,3385.19,10.94,34.85,28.0,31.1,1.7,26.94
C4576,Facebook_Social,Social,2024-07-21,July,Q3,Seniors (45+),Tablet,North,Male,67830,19681,1554,20341.43,619460.82,29.02,7.9,2945.32,13.09,30.45,67.0,66.4,9.6,26572.63
C6016,Email_Newsletter,Email,2024-07-21,July,Q3,Millennials (25-34),Desktop,Central,Female,1579,273,26,24.92,9709.22,17.31,9.77,38861.56,0.96,389.62,57.0,541.4,6.0,33.53
C7898,Google_Search_Ads,Search,2024-07-21,July,Q3,Millennials (25-34),Desktop,North,Male,3051,1095,138,1961.98,47231.95,35.9,12.68,2307.36,14.22,24.07,71.0,593.8,4.6,2934.06
C1327,Email_Newsletter,Email,2024-07-21,July,Q3,Gen X (35-44),Mobile,South,Non-binary,65094,12589,774,1176.21,41478.12,19.34,6.15,3426.42,1.52,35.26,70.0,421.1,7.2,1512.8
C4910,Email_Newsletter,Email,2024-07-21,July,Q3,Seniors (45+),Mobile,North,Female,9931,2088,142,184.37,56303.4,21.03,6.81,30438.27,1.3,305.38,56.0,589.9,5.4,220.8
C4051,YouTube_Video_Ads,Video,2024-07-21,July,Q3,Gen X (35-44),Mobile,South,Male,7889,486,20,166.37,6100.28,6.17,4.12,3566.69,8.32,36.67,47.0,291.6,2.8,196.42
C6425,Email_Newsletter,Email,2024-07-21,July,Q3,Millennials (25-34),Desktop,West,Female,45893,9292,1105,862.2,100894.26,20.25,11.9,11601.96,0.78,117.02,67.0,530.2,3.4,1130.24
C9961,LinkedIn_B2B,Social,2024-07-21,July,Q3,Seniors (45+),Desktop,Central,Female,9927,2030,179,6455.85,30628.09,20.46,8.84,374.42,36.07,4.74,61.0,405.7,8.0,6693.01
C2911,Google_Search_Ads,Search,2024-07-21,July,Q3,Seniors (45+),Tablet,North,Male,6836,2495,402,4553.01,97066.86,36.51,16.13,2031.93,11.33,21.32,23.0,257.2,3.4,6828.0
C1653,Email_Newsletter,Email,2024-07-22,July,Q3,Seniors (45+),Desktop,North,Female,2563,563,75,57.49,22463.78,22.0,13.38,38974.24,0.77,390.74,63.0,184.8,2.3,65.88
C9476,Email_Newsletter,Email,2024-07-22,July,Q3,Gen X (35-44),Desktop,South,Male,9014,2480,160,247.62,63702.65,27.52,6.46,25625.97,1.55,257.26,45.0,68.8,7.1,253.39
C1907,YouTube_Video_Ads,Video,2024-07-22,July,Q3,Gen X (35-44),Mobile,North,Male,12344,1421,59,569.55,15475.21,11.51,4.16,2617.09,9.65,27.17,38.0,557.8,3.4,754.57
C6617,Influencer_Marketing,Influencer,2024-07-22,July,Q3,Seniors (45+),Tablet,South,Female,4898,1544,65,2951.38,19691.05,31.54,4.26,567.18,45.41,6.67,38.0,546.4,2.1,3214.82
C8944,Email_Newsletter,Email,2024-07-22,July,Q3,Young Adults (18-24),Tablet,North,Non-binary,22745,6718,640,611.88,181526.46,29.54,9.53,29567.0,0.96,296.67,56.0,543.7,8.5,898.99
C8901,Influencer_Marketing,Influencer,2024-07-22,July,Q3,Millennials (25-34),Mobile,Central,Female,101434,32372,3698,70027.34,1316246.84,31.91,11.43,1779.62,18.94,18.8,42.0,492.5,3.3,93148.11
C8715,YouTube_Video_Ads,Video,2024-07-22,July,Q3,Young Adults (18-24),Desktop,North,Female,32055,2600,225,1022.71,69711.63,8.11,8.68,6716.36,4.55,68.16,33.0,63.3,3.7,1265.25
C9584,Google_Search_Ads,Search,2024-07-22,July,Q3,Seniors (45+),Tablet,North,Male,5444,1913,259,3240.19,45818.17,35.15,13.55,1314.06,12.51,14.14,24.0,593.9,1.4,4301.2
C7476,Facebook_Social,Social,2024-07-22,July,Q3,Young Adults (18-24),Desktop,South,Non-binary,1923,242,14,220.56,5102.29,12.59,6.07,2213.33,15.75,23.13,39.0,590.0,9.6,307.16
C1252,Facebook_Social,Social,2024-07-22,July,Q3,Gen X (35-44),Mobile,North,Non-binary,15316,1932,93,1562.34,8251.52,12.62,4.84,428.15,16.8,5.28,57.0,151.9,7.0,2235.65
C5749,Influencer_Marketing,Influencer,2024-07-23,July,Q3,Millennials (25-34),Desktop,North,Female,2969,998,17,1813.04,5861.41,33.63,1.77,223.29,106.65,3.23,35.0,254.0,3.7,2396.77
C5603,Facebook_Social,Social,2024-07-23,July,Q3,Seniors (45+),Desktop,North,Female,963,216,14,204.69,728.52,22.47,6.63,255.91,14.62,3.56,47.0,275.8,7.4,243.85
C6359,Google_Search_Ads,Search,2024-07-23,July,Q3,Seniors (45+),Mobile,East,Male,23546,8657,1194,17837.06,346244.27,36.77,13.8,1841.15,14.94,19.41,74.0,62.7,2.3,21863.41
C9559,Retargeting_Display,Display,2024-07-23,July,Q3,Millennials (25-34),Tablet,East,Male,2552,1153,202,756.9,58982.15,45.18,17.54,7692.59,3.75,77.93,71.0,119.0,3.4,868.17
C2306,Influencer_Marketing,Influencer,2024-07-23,July,Q3,Gen X (35-44),Desktop,East,Female,8244,2551,108,5303.64,34303.76,30.95,4.27,546.8,49.11,6.47,63.0,469.0,3.0,7890.22
C9871,LinkedIn_B2B,Social,2024-07-23,July,Q3,Young Adults (18-24),Desktop,South,Female,15582,1480,182,4715.0,60547.06,9.5,12.31,1184.14,25.91,12.84,64.0,313.6,5.7,6356.0
C6092,LinkedIn_B2B,Social,2024-07-23,July,Q3,Seniors (45+),Tablet,West,Female,8811,595,55,2293.77,21994.17,6.76,9.36,858.87,41.7,9.59,38.0,510.1,8.9,3436.15
C5126,Retargeting_Display,Display,2024-07-23,July,Q3,Gen X (35-44),Mobile,Central,Non-binary,11861,4338,596,2603.08,171623.5,36.58,13.75,6493.09,4.37,65.93,71.0,368.1,7.0,3006.58
C8295,LinkedIn_B2B,Social,2024-07-23,July,Q3,Young Adults (18-24),Tablet,West,Female,34129,4217,546,13369.18,104194.62,12.36,12.97,679.36,24.49,7.79,32.0,107.5,3.2,19167.38
C4185,Google_Search_Ads,Search,2024-07-23,July,Q3,Seniors (45+),Desktop,East,Non-binary,859,282,42,442.53,10461.64,32.89,15.14,2264.05,10.54,23.64,51.0,514.5,10.0,554.97
C4755,Influencer_Marketing,Influencer,2024-07-23,July,Q3,Young Adults (18-24),Tablet,East,Non-binary,4316,1532,100,3083.79,30128.99,35.51,6.55,877.01,30.84,9.77,69.0,470.7,9.2,3748.56
C6646,Retargeting_Display,Display,2024-07-24,July,Q3,Gen X (35-44),Mobile,Central,Male,2580,940,174,515.65,19321.19,36.46,18.61,3646.96,2.96,37.47,69.0,312.6,9.1,531.9
C9056,Email_Newsletter,Email,2024-07-24,July,Q3,Gen X (35-44),Desktop,North,Male,6552,1179,45,125.8,10060.04,18.01,3.86,7896.85,2.8,79.97,24.0,155.5,7.1,130.59
C1733,LinkedIn_B2B,Social,2024-07-24,July,Q3,Millennials (25-34),Desktop,South,Female,1310,143,14,518.89,2290.88,10.96,10.22,341.5,37.06,4.41,45.0,152.9,8.8,670.96
C8441,LinkedIn_B2B,Social,2024-07-24,July,Q3,Millennials (25-34),Tablet,South,Non-binary,3306,459,40,1595.91,11025.43,13.9,8.81,590.86,39.9,6.91,48.0,116.6,9.4,2114.82
C4245,Email_Newsletter,Email,2024-07-24,July,Q3,Young Adults (18-24),Mobile,South,Female,1001,290,24,30.66,7414.06,29.0,8.55,24081.54,1.28,241.82,22.0,42.2,1.3,45.86
C4324,YouTube_Video_Ads,Video,2024-07-24,July,Q3,Millennials (25-34),Mobile,West,Male,47210,6900,431,2619.8,110146.29,14.62,6.25,4104.38,6.08,42.04,57.0,43.4,4.6,3920.06
C2443,Instagram_Stories,Social,2024-07-24,July,Q3,Gen X (35-44),Mobile,North,Female,1012,305,28,332.59,4117.19,30.17,9.39,1137.92,11.88,12.38,37.0,222.6,3.0,474.05
C1628,Instagram_Stories,Social,2024-07-24,July,Q3,Millennials (25-34),Mobile,North,Male,2123,550,34,545.24,2136.82,25.92,6.26,291.9,16.04,3.92,30.0,466.1,4.6,783.11
C9755,Google_Search_Ads,Search,2024-07-24,July,Q3,Seniors (45+),Tablet,West,Non-binary,5768,2321,393,3755.45,51810.96,40.24,16.97,1279.62,9.56,13.8,21.0,505.9,9.8,4009.81
C5857,Facebook_Social,Social,2024-07-24,July,Q3,Seniors (45+),Mobile,East,Male,16665,3557,168,2756.26,34045.45,21.35,4.74,1135.2,16.41,12.35,26.0,267.6,8.5,3614.93
C3200,Retargeting_Display,Display,2024-07-24,July,Q3,Seniors (45+),Desktop,West,Female,38477,18503,3154,9513.62,943823.05,48.09,17.05,9820.76,3.02,99.21,43.0,436.9,7.1,9562.32
C9308,Google_Search_Ads,Search,2024-07-24,July,Q3,Young Adults (18-24),Desktop,East,Female,8547,2807,363,5285.62,55721.72,32.85,12.95,954.21,14.56,10.54,62.0,167.0,7.2,6065.23
C2562,Influencer_Marketing,Influencer,2024-07-24,July,Q3,Seniors (45+),Tablet,East,Male,1601,374,24,704.87,8875.82,23.39,6.45,1159.21,29.37,12.59,72.0,216.2,4.2,883.07
C2666,Retargeting_Display,Display,2024-07-24,July,Q3,Young Adults (18-24),Mobile,South,Female,5541,2597,452,1657.78,65868.15,46.87,17.42,3873.27,3.67,39.73,27.0,347.0,3.9,2024.56
C2766,Email_Newsletter,Email,2024-07-24,July,Q3,Millennials (25-34),Mobile,South,Female,5756,1412,80,138.87,25108.37,24.55,5.72,17980.49,1.74,180.8,59.0,45.2,2.6,171.58
C6385,Facebook_Social,Social,2024-07-24,July,Q3,Young Adults (18-24),Desktop,West,Male,3921,829,27,749.45,4391.27,21.15,3.34,485.93,27.76,5.86,28.0,288.3,8.9,963.25
C3988,Email_Newsletter,Email,2024-07-25,July,Q3,Young Adults (18-24),Mobile,North,Female,961,137,10,13.4,3901.74,14.27,7.46,29017.46,1.34,291.17,65.0,91.5,5.6,18.29
C8595,Facebook_Social,Social,2024-07-25,July,Q3,Millennials (25-34),Desktop,North,Female,41445,3926,371,3462.93,73424.69,9.47,9.46,2020.31,9.33,21.2,55.0,356.3,4.8,3492.29
C8581,Instagram_Stories,Social,2024-07-25,July,Q3,Millennials (25-34),Tablet,West,Non-binary,4164,655,34,679.14,11759.5,15.75,5.3,1631.53,19.97,17.32,47.0,501.8,4.4,814.41
C3894,Influencer_Marketing,Influencer,2024-07-25,July,Q3,Seniors (45+),Mobile,East,Male,7739,2043,63,4081.39,23001.11,26.4,3.12,463.56,64.78,5.64,38.0,401.6,7.4,5670.43
C4812,LinkedIn_B2B,Social,2024-07-25,July,Q3,Young Adults (18-24),Desktop,East,Non-binary,18621,2075,156,7793.94,39188.95,11.15,7.53,402.81,49.96,5.03,42.0,310.5,5.9,8726.94
C5460,Retargeting_Display,Display,2024-07-25,July,Q3,Young Adults (18-24),Desktop,East,Non-binary,2243,756,146,503.18,31481.03,33.74,19.33,6156.42,3.45,62.56,73.0,135.7,8.8,698.56
C5668,Google_Search_Ads,Search,2024-07-25,July,Q3,Young Adults (18-24),Mobile,South,Female,15374,6528,706,12661.49,127172.52,42.46,10.83,904.4,17.93,10.04,33.0,445.5,4.8,18874.34
C7755,LinkedIn_B2B,Social,2024-07-25,July,Q3,Young Adults (18-24),Desktop,North,Male,10432,1205,166,4198.89,16979.07,11.56,13.78,304.37,25.29,4.04,56.0,128.3,8.9,5486.09
C7077,Google_Search_Ads,Search,2024-07-25,July,Q3,Gen X (35-44),Tablet,South,Female,52798,17037,1804,34611.16,276981.85,32.27,10.59,700.27,19.19,8.0,64.0,120.0,2.6,42505.15
C2642,Google_Search_Ads,Search,2024-07-25,July,Q3,Seniors (45+),Mobile,West,Non-binary,4207,1174,166,1908.94,11277.02,27.93,14.17,490.75,11.5,5.91,58.0,173.1,5.5,2621.69
C9498,LinkedIn_B2B,Social,2024-07-25,July,Q3,Young Adults (18-24),Tablet,South,Female,3817,528,29,1804.38,8131.75,13.86,5.55,350.67,62.22,4.51,70.0,569.6,2.5,2040.59
C9602,Retargeting_Display,Display,2024-07-25,July,Q3,Seniors (45+),Tablet,Central,Non-binary,1246,613,112,312.86,43548.47,49.27,18.39,13819.48,2.79,139.19,33.0,552.7,2.0,350.1
C7744,Influencer_Marketing,Influencer,2024-07-25,July,Q3,Millennials (25-34),Mobile,West,Male,4323,1658,93,2832.03,33959.31,38.37,5.65,1099.12,30.45,11.99,41.0,525.4,1.4,3038.29
C7076,YouTube_Video_Ads,Video,2024-07-26,July,Q3,Seniors (45+),Desktop,South,Male,712,108,5,42.03,1714.35,15.28,4.82,3978.87,8.41,40.79,22.0,473.3,1.6,59.65
C5678,LinkedIn_B2B,Social,2024-07-26,July,Q3,Young Adults (18-24),Mobile,West,Non-binary,39406,6192,678,18542.72,205678.11,15.71,10.95,1009.21,27.35,11.09,63.0,442.0,7.9,22537.89
C9262,LinkedIn_B2B,Social,2024-07-26,July,Q3,Gen X (35-44),Desktop,North,Male,9624,588,34,2153.64,2201.52,6.11,5.86,2.22,63.34,1.02,37.0,414.2,2.3,2392.91
C8925,Retargeting_Display,Display,2024-07-26,July,Q3,Seniors (45+),Mobile,North,Female,33562,13855,1803,8543.62,514374.94,41.28,13.01,5920.57,4.74,60.21,22.0,517.5,9.2,12176.59
C5842,YouTube_Video_Ads,Video,2024-07-26,July,Q3,Millennials (25-34),Tablet,North,Male,12936,1800,65,620.25,24336.34,13.92,3.64,3823.63,9.54,39.24,30.0,550.1,1.5,914.32
C5873,YouTube_Video_Ads,Video,2024-07-26,July,Q3,Gen X (35-44),Desktop,South,Non-binary,2974,667,3,266.85,863.6,22.45,0.5,223.63,88.95,3.24,24.0,186.6,8.3,328.18
C5119,Retargeting_Display,Display,2024-07-26,July,Q3,Gen X (35-44),Tablet,Central,Non-binary,1523,638,111,367.04,42780.32,41.91,17.45,11555.49,3.31,116.55,69.0,277.4,6.2,544.6
C5315,Google_Search_Ads,Search,2024-07-26,July,Q3,Young Adults (18-24),Tablet,Central,Non-binary,1285,460,72,786.34,27472.93,35.87,15.78,3393.77,10.92,34.94,66.0,590.1,7.2,935.05
C7361,Email_Newsletter,Email,2024-07-26,July,Q3,Seniors (45+),Desktop,East,Female,3191,605,41,56.14,7575.58,18.96,6.79,13394.09,1.37,134.94,72.0,377.9,8.5,76.08
C5783,Influencer_Marketing,Influencer,2024-07-26,July,Q3,Gen X (35-44),Tablet,East,Male,1078,358,17,774.44,1545.91,33.25,4.81,99.62,45.56,2.0,48.0,555.8,5.0,1098.7
C1262,YouTube_Video_Ads,Video,2024-07-26,July,Q3,Seniors (45+),Tablet,South,Female,99850,15928,100,7127.02,19756.3,15.95,0.63,177.2,71.27,2.77,51.0,160.2,4.7,8327.17
C1194,Email_Newsletter,Email,2024-07-26,July,Q3,Gen X (35-44),Desktop,East,Female,8657,1908,113,212.03,14092.4,22.05,5.93,6546.42,1.88,66.46,43.0,565.5,4.9,250.02
C8046,Retargeting_Display,Display,2024-07-26,July,Q3,Seniors (45+),Desktop,Central,Male,7065,2717,508,1825.89,39595.36,38.46,18.73,2068.55,3.59,21.69,66.0,502.3,3.9,2098.6
C2168,Facebook_Social,Social,2024-07-26,July,Q3,Gen X (35-44),Desktop,Central,Non-binary,3227,483,22,432.73,3833.46,14.98,4.66,785.88,19.67,8.86,38.0,579.4,6.8,437.8
C4360,Facebook_Social,Social,2024-07-26,July,Q3,Seniors (45+),Tablet,East,Female,197645,40169,2084,31599.81,577718.71,20.32,5.19,1728.23,15.16,18.28,40.0,61.6,3.7,33658.28
C1043,Email_Newsletter,Email,2024-07-26,July,Q3,Young Adults (18-24),Mobile,East,Male,17263,4665,361,399.19,135885.45,27.03,7.75,33940.29,1.11,340.4,37.0,344.9,3.9,448.25
C4519,Influencer_Marketing,Influencer,2024-07-26,July,Q3,Seniors (45+),Tablet,East,Non-binary,2247,519,34,962.84,7562.84,23.11,6.66,685.47,28.32,7.85,72.0,301.4,8.8,991.13
C4454,Facebook_Social,Social,2024-07-27,July,Q3,Millennials (25-34),Mobile,South,Male,7655,1316,110,1061.95,31810.23,17.2,8.37,2895.45,9.65,29.95,64.0,57.0,9.9,1432.05
C1091,Facebook_Social,Social,2024-07-27,July,Q3,Young Adults (18-24),Desktop,Central,Non-binary,4213,787,54,680.27,15388.21,18.69,6.89,2162.07,12.6,22.62,66.0,516.0,2.5,845.67
C9127,YouTube_Video_Ads,Video,2024-07-27,July,Q3,Gen X (35-44),Desktop,Central,Female,4568,552,44,224.47,6543.43,12.1,8.02,2815.06,5.1,29.15,71.0,165.5,3.3,264.27
C2930,Facebook_Social,Social,2024-07-27,July,Q3,Young Adults (18-24),Desktop,North,Female,6173,916,85,724.58,28017.67,14.85,9.34,3766.75,8.52,38.67,74.0,133.3,9.1,926.31
C7935,Google_Search_Ads,Search,2024-07-27,July,Q3,Seniors (45+),Tablet,South,Non-binary,6074,1714,175,3306.97,22664.17,28.22,10.21,585.35,18.9,6.85,45.0,496.8,9.2,4501.79
C2028,Retargeting_Display,Display,2024-07-27,July,Q3,Young Adults (18-24),Desktop,East,Male,8388,3929,507,2575.3,123329.7,46.84,12.92,4688.94,5.08,47.89,20.0,392.7,7.7,2895.9
C2106,Email_Newsletter,Email,2024-07-27,July,Q3,Young Adults (18-24),Desktop,East,Female,35000,10868,1257,1167.77,109219.15,31.05,11.57,9252.8,0.93,93.53,40.0,180.5,5.8,1203.63
C2978,Google_Search_Ads,Search,2024-07-27,July,Q3,Millennials (25-34),Desktop,West,Female,3170,989,66,1736.08,12005.62,31.2,6.69,591.54,26.3,6.92,68.0,546.0,5.4,2022.67
C6907,Google_Search_Ads,Search,2024-07-27,July,Q3,Young Adults (18-24),Mobile,Central,Non-binary,2210,835,87,1437.05,10309.78,37.79,10.52,617.43,16.52,7.17,71.0,152.1,9.9,1515.06
C9327,Influencer_Marketing,Influencer,2024-07-27,July,Q3,Millennials (25-34),Tablet,Central,Male,1555,492,27,977.44,1392.53,31.68,5.68,42.47,36.2,1.42,68.0,124.3,2.1,1127.81
C6123,Influencer_Marketing,Influencer,2024-07-27,July,Q3,Millennials (25-34),Desktop,North,Female,5838,2143,196,4428.09,25218.55,36.72,9.15,469.51,22.59,5.7,54.0,388.1,7.6,5802.73
C8977,LinkedIn_B2B,Social,2024-07-27,July,Q3,Seniors (45+),Mobile,North,Male,8403,1643,217,5621.86,16438.51,19.56,13.22,192.4,25.91,2.92,39.0,385.6,2.7,6038.96
C3363,YouTube_Video_Ads,Video,2024-07-27,July,Q3,Gen X (35-44),Mobile,Central,Non-binary,6344,988,4,440.51,1164.04,15.58,0.5,164.25,110.13,2.64,35.0,284.7,4.9,651.81
C8793,Google_Search_Ads,Search,2024-07-27,July,Q3,Millennials (25-34),Mobile,Central,Male,66138,27716,2251,53092.45,184552.78,41.91,8.12,247.61,23.59,3.48,31.0,530.2,7.6,53457.34
C9250,LinkedIn_B2B,Social,2024-07-27,July,Q3,Millennials (25-34),Tablet,North,Female,20810,2514,258,9940.1,35526.59,12.09,10.3,257.41,38.53,3.57,60.0,192.3,3.9,11480.82
C2743,Influencer_Marketing,Influencer,2024-07-27,July,Q3,Seniors (45+),Mobile,Central,Female,3998,1278,35,2521.41,8512.05,31.98,2.82,237.59,72.04,3.38,32.0,45.2,7.5,2546.63
C9004,Email_Newsletter,Email,2024-07-27,July,Q3,Millennials (25-34),Mobile,South,Non-binary,7727,1963,158,185.65,53739.03,25.41,8.08,28846.42,1.18,289.46,22.0,369.9,3.1,196.84
C9755,Email_Newsletter,Email,2024-07-27,July,Q3,Millennials (25-34),Mobile,South,Non-binary,61777,9808,666,1070.15,115141.19,15.88,6.79,10659.35,1.61,107.59,21.0,305.5,10.0,1256.9
C9976,Influencer_Marketing,Influencer,2024-07-28,July,Q3,Young Adults (18-24),Mobile,Central,Male,734,191,14,437.01,5459.05,26.15,7.83,1149.18,31.21,12.49,33.0,313.2,3.3,517.42
C6543,Facebook_Social,Social,2024-07-28,July,Q3,Gen X (35-44),Desktop,East,Female,30688,7222,407,6590.76,74538.06,23.54,5.64,1030.95,16.19,11.31,74.0,93.1,4.8,6729.25
C8368,Email_Newsletter,Email,2024-07-28,July,Q3,Young Adults (18-24),Tablet,East,Female,5550,1285,153,125.31,59720.17,23.16,11.95,47557.94,0.82,476.58,60.0,38.8,8.9,131.63
C4140,YouTube_Video_Ads,Video,2024-07-28,July,Q3,Millennials (25-34),Mobile,South,Female,23876,1600,75,722.88,12998.3,6.7,4.73,1698.13,9.64,17.98,38.0,168.0,2.4,889.16
C3823,Instagram_Stories,Social,2024-07-28,July,Q3,Seniors (45+),Tablet,South,Non-binary,7209,1671,204,1720.72,80366.93,23.18,12.26,4570.54,8.43,46.71,58.0,242.5,1.9,1876.76
C5166,Google_Search_Ads,Search,2024-07-28,July,Q3,Millennials (25-34),Mobile,East,Female,2505,777,109,1538.94,21484.07,31.05,14.08,1296.03,14.12,13.96,52.0,527.6,8.8,1824.81
C9113,Influencer_Marketing,Influencer,2024-07-28,July,Q3,Gen X (35-44),Tablet,West,Female,2958,869,4,1492.08,845.36,29.38,0.5,-43.34,373.02,0.57,51.0,171.2,7.9,1768.9
C1636,Retargeting_Display,Display,2024-07-28,July,Q3,Gen X (35-44),Tablet,Central,Male,33180,16782,1796,9243.84,376367.8,50.58,10.71,3971.55,5.15,40.72,72.0,514.8,2.3,9381.48
